"Gene name"	"Log₂FC"	"FDR"	"Coverage Group 1"	"Coverage Group 2"	"Mean Group 1"	"Mean Group 2"
"ACTA2-AS1"	"0.3409132957458496"	"7.643805558504046e-17"	"0.1617216318845749"	"0.14862293004989624"	"0.02319931983947754"	"0.01836133934557438"
"ACTB"	"0.7704529762268066"	"0"	"0.9929603934288025"	"0.9828142523765564"	"3.7929627895355225"	"3.2747013568878174"
"ACTC1"	"-1.6144366264343262"	"5.078230239078533e-224"	"0.047812528908252716"	"0.16015936434268951"	"0.028982050716876984"	"0.08621364086866379"
"ACTG1"	"-0.9265875816345215"	"0"	"0.9656997323036194"	"0.9777766466140747"	"2.2364466190338135"	"2.826751232147217"
"ACTG2"	"3.8082728385925293"	"0"	"0.9293678402900696"	"0.4473724365234375"	"2.6696276664733887"	"0.6724358797073364"
"ACTL6A"	"-0.29432523250579834"	"5.271362137473503e-116"	"0.5889634490013123"	"0.7713950872421265"	"0.21476374566555023"	"0.2575729191303253"
"ACTMAP"	"-0.47247791290283203"	"6.20795190948112e-45"	"0.160965695977211"	"0.3374534845352173"	"0.022634878754615784"	"0.03126977011561394"
"ACTN1"	"1.0869513750076294"	"0"	"0.9320608377456665"	"0.9241551756858826"	"1.4992097616195679"	"0.96977698802948"
"ACTN2"	"-2.9251813888549805"	"0"	"0.037087783217430115"	"0.20023956894874573"	"0.007467246148735285"	"0.055369630455970764"
"ACTN4"	"0.2863808572292328"	"9.620102996202064e-180"	"0.8701218962669373"	"0.9240617156028748"	"0.980956494808197"	"0.8615694046020508"
"ACTR10"	"-0.17278170585632324"	"2.942900378348008e-70"	"0.7753000259399414"	"0.8789098858833313"	"0.45428675413131714"	"0.4996917247772217"
"ACTR1A"	"-0.036562442779541016"	"0.003191579196333995"	"0.6348861455917358"	"0.798961877822876"	"0.27895140647888184"	"0.28517991304397583"
"ACTR1B"	"-0.563950777053833"	"0"	"0.48303884267807007"	"0.7458925843238831"	"0.13258856534957886"	"0.1902858018875122"
"ACTR2"	"0.6597769260406494"	"0"	"0.8607200384140015"	"0.9035628437995911"	"0.8595953583717346"	"0.6217817068099976"
"ACTR3"	"0.2796808183193207"	"1.3808171219247244e-186"	"0.848530650138855"	"0.9053383469581604"	"0.7640802264213562"	"0.6652019619941711"
"ACTR3B"	"-1.2218255996704102"	"0"	"0.19918738305568695"	"0.44240278005599976"	"0.030431648716330528"	"0.06959167122840881"
"ACTR3C"	"-0.7623724937438965"	"1.2711542271179735e-78"	"0.10313710570335388"	"0.1793159693479538"	"0.018178455531597137"	"0.030643347650766373"
"ACTR5"	"-0.6012039184570312"	"9.75648045142127e-103"	"0.19120287895202637"	"0.42306777834892273"	"0.027915071696043015"	"0.042046766728162766"
"ACTR6"	"-0.16833710670471191"	"2.224241897414261e-36"	"0.5955778360366821"	"0.7718198299407959"	"0.19812633097171783"	"0.22012685239315033"
"ACTR8"	"-0.4195222854614258"	"7.782456614914453e-94"	"0.34786921739578247"	"0.5817404985427856"	"0.06556106358766556"	"0.08675111085176468"
"ACTRT3"	"-0.3544430732727051"	"5.265836743831053e-14"	"0.07497873902320862"	"0.19271284341812134"	"0.010961191728711128"	"0.013992531225085258"
"ACVR1"	"0.5436545610427856"	"9.259415756880214e-281"	"0.6358310580253601"	"0.7116400599479675"	"0.26451748609542847"	"0.1887439638376236"
"ACVR1B"	"-0.8840124607086182"	"0"	"0.3461683690547943"	"0.6335440278053284"	"0.07011201977729797"	"0.12578265368938446"
"ACVR2A"	"-0.914658784866333"	"0"	"0.36383822560310364"	"0.6373413801193237"	"0.0863143727183342"	"0.15695413947105408"
"ACVR2B"	"0.022261381149291992"	"0.33962945369889214"	"0.3411131203174591"	"0.44516369700431824"	"0.07247494161128998"	"0.07140389084815979"
"ACVRL1"	"-0.29240846633911133"	"9.422028282041373e-80"	"0.46877068281173706"	"0.6597771048545837"	"0.176223486661911"	"0.21188198029994965"
