"Gene name"	"Log₂FC"	"FDR"	"Coverage Group 1"	"Coverage Group 2"	"Mean Group 1"	"Mean Group 2"
"AASS"	"-1.8098862171173096"	"0"	"0.5245810151100159"	"0.7081214785575867"	"0.08952268213033676"	"0.28394368290901184"
"AATF"	"0.33746421337127686"	"9.27545156432238e-17"	"0.7748603224754333"	"0.7429107427597046"	"0.3056357204914093"	"0.24914413690567017"
"AATK"	"-2.2063498497009277"	"1.7367811712157202e-69"	"0.03296089544892311"	"0.20929433405399323"	"0.00673717400059104"	"0.030720701441168785"
"ABALON"	"1.0423221588134766"	"2.1466486593046023e-8"	"0.105027936398983"	"0.03275594115257263"	"0.005533033981919289"	"0.0026903613470494747"
"ABAT"	"-2.595214605331421"	"0"	"0.2692737281322479"	"0.49083369970321655"	"0.018555577844381332"	"0.10721559822559357"
"ABCA1"	"0.5714733600616455"	"1.4314056648358275e-39"	"0.7597765326499939"	"0.6113326549530029"	"0.41459694504737854"	"0.29693248867988586"
"ABCA10"	"-1.5754122734069824"	"6.236729924987587e-207"	"0.402793288230896"	"0.33390891551971436"	"0.08450078964233398"	"0.23331232368946075"
"ABCA2"	"-0.1197962760925293"	"0.12030584198919939"	"0.4145251512527466"	"0.40614649653434753"	"0.0564630888402462"	"0.06120503321290016"
"ABCA3"	"-3.2268710136413574"	"0"	"0.04581005498766899"	"0.185875803232193"	"0.003529156558215618"	"0.03256358206272125"
"ABCA5"	"-0.5753504037857056"	"6.05895752935538e-36"	"0.6402234435081482"	"0.6474990844726562"	"0.1587962955236435"	"0.22827796638011932"
"ABCA6"	"0.5845036506652832"	"1.4785026505752318e-28"	"0.645810067653656"	"0.3379068970680237"	"0.37371644377708435"	"0.26403939723968506"
"ABCA7"	"-0.1668262481689453"	"0.13094678499958937"	"0.24581006169319153"	"0.20669834315776825"	"0.0252264104783535"	"0.02827548049390316"
"ABCA8"	"0.7334297895431519"	"9.221481432201442e-41"	"0.6642457842826843"	"0.43817079067230225"	"0.6066580414772034"	"0.4066663384437561"
"ABCA9"	"-1.6955718994140625"	"8.686424434467862e-262"	"0.3910614550113678"	"0.3291536271572113"	"0.07635888457298279"	"0.2287425696849823"
"ABCA9-AS1"	"-25.538578033447266"	"0"	"0"	"0.10571356117725372"	"0"	"0.04758870229125023"
"ABCB1"	"1.6702775955200195"	"7.878619265981674e-27"	"0.27653631567955017"	"0.09043927490711212"	"0.03823801502585411"	"0.01217238325625658"
"ABCB10"	"-0.3889591693878174"	"0.000004225071558516144"	"0.43240222334861755"	"0.4614849090576172"	"0.07089515775442123"	"0.09185278415679932"
"ABCB4"	"-0.2780003547668457"	"0.07465330092885872"	"0.15642458200454712"	"0.1207541823387146"	"0.011850260198116302"	"0.01435060240328312"
"ABCB6"	"-0.5918378829956055"	"7.058470422708903e-8"	"0.21229049563407898"	"0.15983062982559204"	"0.016936814412474632"	"0.025418182834982872"
"ABCB7"	"-0.045334815979003906"	"0.3604701285681676"	"0.7011173367500305"	"0.6791613101959229"	"0.1970297247171402"	"0.20272231101989746"
"ABCB8"	"0.49321413040161133"	"2.9398895987803373e-30"	"0.6743016839027405"	"0.6172828078269958"	"0.16940611600875854"	"0.12323315441608429"
"ABCB9"	"-0.3901820182800293"	"0.0000027324648962845097"	"0.2966480553150177"	"0.34886088967323303"	"0.0372721366584301"	"0.04857019707560539"
"ABCC1"	"-0.22804522514343262"	"2.1682754134559248e-7"	"0.6307262778282166"	"0.5401755571365356"	"0.14696329832077026"	"0.1700986623764038"
"ABCC10"	"-0.2620103359222412"	"0.0000036684129539421227"	"0.48491621017456055"	"0.4870014488697052"	"0.0678493082523346"	"0.08082861453294754"
"ABCC3"	"1.0835068225860596"	"6.596002254463564e-30"	"0.4681564271450043"	"0.1726083755493164"	"0.08778505027294159"	"0.04238554835319519"
"ABCC4"	"2.1326470375061035"	"1.5944935748534022e-130"	"0.6703910827636719"	"0.4036897122859955"	"0.3847544491291046"	"0.10166100412607193"
"ABCC5"	"-0.8532795906066895"	"2.897923680542133e-82"	"0.6536312699317932"	"0.7004528045654297"	"0.12678766250610352"	"0.21850021183490753"
"ABCC6"	"-0.6336874961853027"	"0.0000013294058385097283"	"0.18156424164772034"	"0.26550692319869995"	"0.025809191167354584"	"0.039763689041137695"
"ABCC6P2"	"2.9888992309570312"	"5.0158002045294555e-33"	"0.11340782046318054"	"0.004974044393748045"	"0.004270623438060284"	"0.0005389553843997419"
"ABCC9"	"-0.19563007354736328"	"0.01722955860593915"	"0.39329609274864197"	"0.32051804661750793"	"0.09938276559114456"	"0.11302801966667175"
"ABCD1"	"-0.0003409385681152344"	"0.995324079653388"	"0.5039106011390686"	"0.34949061274528503"	"0.043884798884391785"	"0.0438949391245842"
"ABCD2"	"1.3987393379211426"	"3.6244985764507264e-26"	"0.2139664739370346"	"0.053005099296569824"	"0.017509810626506805"	"0.006676917430013418"
"ABCD3"	"-0.583214521408081"	"7.22699105612821e-43"	"0.6329609155654907"	"0.7377055287361145"	"0.17432524263858795"	"0.25100627541542053"
"ABCD4"	"-1.3993251323699951"	"1.3966994875730784e-246"	"0.6474860310554504"	"0.8292195200920105"	"0.13330964744091034"	"0.319295197725296"
"ABCE1"	"-0.3864784240722656"	"2.781072244568296e-34"	"0.7525139451026917"	"0.8543109893798828"	"0.3236413598060608"	"0.4051637053489685"
"ABCF1"	"-0.5258569121360779"	"1.6210970785605336e-70"	"0.7525139451026917"	"0.8836274147033691"	"0.3661090135574341"	"0.49258938431739807"
"ABCF2"	"0.4764900207519531"	"9.227616622657817e-25"	"0.6407821178436279"	"0.5942478775978088"	"0.1940445899963379"	"0.14316056668758392"
"ABCF3"	"0.4490177631378174"	"8.175348709656335e-18"	"0.6709496974945068"	"0.6286576986312866"	"0.17451238632202148"	"0.13073906302452087"
"ABCG1"	"0.3134951591491699"	"0.0003723573965926642"	"0.38770949840545654"	"0.22432003915309906"	"0.057992272078990936"	"0.04692697152495384"
"ABCG2"	"-1.000877857208252"	"1.1226397372553845e-26"	"0.25418993830680847"	"0.30667391419410706"	"0.03605257719755173"	"0.07089211046695709"
"ABHD10"	"-0.6214768886566162"	"1.0092494326351037e-32"	"0.5748603343963623"	"0.6485530734062195"	"0.10220769792795181"	"0.15319988131523132"
"ABHD11"	"-0.05467963218688965"	"0.4543261328709674"	"0.5474860072135925"	"0.5260820388793945"	"0.09043300151824951"	"0.09376740455627441"
"ABHD12"	"0.24069595336914062"	"1.6434934796014053e-11"	"0.7374301552772522"	"0.7150907516479492"	"0.2633841633796692"	"0.22715452313423157"
"ABHD13"	"0.24573636054992676"	"1.161468185529627e-8"	"0.6759776473045349"	"0.6735169291496277"	"0.1728283315896988"	"0.14765658974647522"
"ABHD14A"	"-1.890617847442627"	"0"	"0.4776536226272583"	"0.6177774667739868"	"0.054147444665431976"	"0.18756666779518127"
"ABHD14A-ACY1"	"1.1745495796203613"	"3.0228081415804765e-11"	"0.1586592197418213"	"0.07017271965742111"	"0.013151254504919052"	"0.005847644526511431"
"ABHD14B"	"0.9926036596298218"	"2.190446588500179e-105"	"0.7804469466209412"	"0.6170772910118103"	"0.3427659273147583"	"0.18686968088150024"
"ABHD15"	"1.2986221313476562"	"3.394470952665445e-21"	"0.38268157839775085"	"0.18308593332767487"	"0.045580632984638214"	"0.01878049038350582"
"ABHD15-AS1"	"-25.34124183654785"	"0"	"0"	"0.16656959056854248"	"0"	"0.041629668325185776"
"ABHD16A"	"1.5789613723754883"	"8.599144923236907e-120"	"0.6307262778282166"	"0.32671093940734863"	"0.2133965641260147"	"0.07661128789186478"
"ABHD17A"	"-0.786679744720459"	"2.2256154073719268e-73"	"0.6284916400909424"	"0.743523895740509"	"0.15882955491542816"	"0.26001957058906555"
"ABHD17B"	"-1.4648807048797607"	"1.31003384918116e-124"	"0.4016759693622589"	"0.6192233562469482"	"0.06489985436201096"	"0.16981974244117737"
"ABHD17C"	"-0.6467700004577637"	"3.350966100237574e-14"	"0.3804469406604767"	"0.3867914080619812"	"0.04196738451719284"	"0.06494926661252975"
"ABHD18"	"-0.33440470695495605"	"6.013271431044628e-14"	"0.6100558638572693"	"0.5803673267364502"	"0.13303151726722717"	"0.1650077849626541"
"ABHD2"	"0.5644916296005249"	"1.1419455000750557e-28"	"0.7072625756263733"	"0.6789085865020752"	"0.2690175771713257"	"0.18956708908081055"
"ABHD3"	"-0.19286465644836426"	"0.000001335540507291816"	"0.6575418710708618"	"0.4971832036972046"	"0.1463024616241455"	"0.16558244824409485"
"ABHD4"	"0.10675358772277832"	"0.16077077290473268"	"0.48491621017456055"	"0.4827938377857208"	"0.08315617591142654"	"0.07744874805212021"
"ABHD5"	"1.8227814435958862"	"2.9663919555073645e-127"	"0.7877094745635986"	"0.5930381417274475"	"0.4702221155166626"	"0.1567508429288864"
"ABHD6"	"-0.7071518898010254"	"3.1074578000306094e-26"	"0.33910614252090454"	"0.34532612562179565"	"0.02899414487183094"	"0.046910401433706284"
"ABHD8"	"-0.3198552131652832"	"0.000001338995951794079"	"0.5067039132118225"	"0.5906236171722412"	"0.0966784656047821"	"0.1192934513092041"
"ABI1"	"-0.07832098007202148"	"0.02490659267540466"	"0.7726256847381592"	"0.8052400350570679"	"0.3365166485309601"	"0.35233229398727417"
"ABI2"	"-1.1654850244522095"	"4.258587913874042e-302"	"0.7581005692481995"	"0.9144170880317688"	"0.3413711488246918"	"0.6484930515289307"
"ABI3"	"2.9585671424865723"	"3.4867804700898913e-72"	"0.4234636723995209"	"0.1554647833108902"	"0.1320851892232895"	"0.018001941964030266"
"ABI3BP"	"-0.055199623107910156"	"0.28297575227316435"	"0.6290502548217773"	"0.5332684516906738"	"0.3336968421936035"	"0.3447023332118988"
"ABITRAM"	"-0.8494431972503662"	"1.4378254200647867e-61"	"0.49553072452545166"	"0.6103830933570862"	"0.07146337628364563"	"0.12528866529464722"
"ABL1"	"-1.3899147510528564"	"0"	"0.6743016839027405"	"0.7997655272483826"	"0.17467868328094482"	"0.4055870771408081"
"ABL2"	"-0.7243146896362305"	"1.4718659339220246e-68"	"0.6536312699317932"	"0.72113037109375"	"0.1878458708524704"	"0.29371803998947144"
"ABLIM1"	"-1.4040038585662842"	"2.6841738578279834e-241"	"0.637988805770874"	"0.7586001753807068"	"0.1785755306482315"	"0.41699591279029846"
"ABLIM2"	"0.9829506874084473"	"0.000008047695638064555"	"0.12681564688682556"	"0.1755681037902832"	"0.049794357270002365"	"0.025502953678369522"
"ABLIM3"	"0.41022253036499023"	"4.2567491432653236e-10"	"0.5675977468490601"	"0.2583412528038025"	"0.12071353197097778"	"0.09216699749231339"
"ABO"	"-0.8547587394714355"	"2.346000046997992e-18"	"0.12458100914955139"	"0.1779254525899887"	"0.01791442185640335"	"0.03216645494103432"
"ABR"	"-0.27887415885925293"	"7.887920448525063e-10"	"0.7005586624145508"	"0.6656809449195862"	"0.1714886575937271"	"0.20454205572605133"
"ABRACL"	"1.1034553050994873"	"5.060942575134266e-100"	"0.8005586862564087"	"0.6758734583854675"	"0.49771496653556824"	"0.26249030232429504"
"ABRAXAS1"	"-1.1886930465698242"	"1.7449164028063583e-279"	"0.6139664649963379"	"0.7555873990058899"	"0.11169742792844772"	"0.23852400481700897"
"ABRAXAS2"	"-0.7154138088226318"	"3.346026248282649e-68"	"0.548603355884552"	"0.6841535568237305"	"0.1000441238284111"	"0.1593649685382843"
"ABT1"	"-0.15970063209533691"	"0.000044103479865881624"	"0.7178770899772644"	"0.7525953650474548"	"0.24333390593528748"	"0.26830241084098816"
"ABTB1"	"1.7200422286987305"	"2.990871723149555e-128"	"0.7815642356872559"	"0.4856989085674286"	"0.29488539695739746"	"0.09903577715158463"
"ABTB2"	"-2.4233388900756836"	"0"	"0.36536312103271484"	"0.3812978267669678"	"0.02637309581041336"	"0.1339627057313919"
"ABTB3"	"-2.675462484359741"	"0"	"0.14916200935840607"	"0.27570605278015137"	"0.011418254114687443"	"0.07079653441905975"
"ACAA1"	"0.5361921787261963"	"7.285832787802752e-54"	"0.7541899681091309"	"0.7747701406478882"	"0.34981417655944824"	"0.2537134289741516"
"ACAA2"	"-0.3840177655220032"	"9.87175098578247e-32"	"0.7324022054672241"	"0.8423046469688416"	"0.3343687653541565"	"0.41749218106269836"
"ACACA"	"-1.344369649887085"	"1.1088601269462647e-260"	"0.6368715167045593"	"0.6998471021652222"	"0.1507459431886673"	"0.34580686688423157"
"ACACB"	"-0.4543125629425049"	"6.038008492575563e-21"	"0.5681564211845398"	"0.4532727301120758"	"0.10423383861780167"	"0.14021608233451843"
"ACAD10"	"-0.3989231586456299"	"8.592379305886426e-8"	"0.47988826036453247"	"0.5540818572044373"	"0.09193471074104309"	"0.11952807754278183"
"ACAD11"	"-0.10038971900939941"	"0.06838091985388074"	"0.4765363037586212"	"0.2581307888031006"	"0.06695803999900818"	"0.07161439210176468"
"ACAD8"	"0.08145713806152344"	"0.05381012710485442"	"0.6145251393318176"	"0.6012511849403381"	"0.11857681721448898"	"0.11241947114467621"
"ACAD9"	"-0.2671699523925781"	"4.392806822072437e-8"	"0.624580979347229"	"0.7041085958480835"	"0.1551196426153183"	"0.18393297493457794"
"ACADL"	"-3.9143457412719727"	"0"	"0.04581005498766899"	"0.11556719243526459"	"0.0023468846920877695"	"0.034814123064279556"
"ACADM"	"-0.9042596817016602"	"6.968296730582256e-139"	"0.7262569665908813"	"0.8665907382965088"	"0.24523290991783142"	"0.4188080132007599"
"ACADS"	"0.955024242401123"	"1.7732649902555677e-66"	"0.6145251393318176"	"0.46542155742645264"	"0.142945796251297"	"0.07628176361322403"
"ACADSB"	"-0.5939731597900391"	"2.936797733863676e-36"	"0.5463687181472778"	"0.5329684615135193"	"0.06983228027820587"	"0.1036139726638794"
"ACADVL"	"1.1520309448242188"	"3.6524837369577094e-244"	"0.8932960629463196"	"0.8829089999198914"	"0.8984817862510681"	"0.5038793087005615"
"ACAN"	"-3.6428799629211426"	"0"	"0.0787709504365921"	"0.15802429616451263"	"0.00680115818977356"	"0.0818072110414505"
"ACAP1"	"2.5815682411193848"	"9.618614311321016e-115"	"0.6530726552009583"	"0.3306235671043396"	"0.24526408314704895"	"0.04538969695568085"
"ACAP2"	"0.23956039547920227"	"4.4954290618379337e-17"	"0.8670390844345093"	"0.8710004687309265"	"0.6309323906898499"	"0.5566529035568237"
"ACAP3"	"-0.39252257347106934"	"5.0178752511995043e-23"	"0.6469273567199707"	"0.6715373992919922"	"0.13080167770385742"	"0.16842299699783325"
"ACAT1"	"-0.3071269989013672"	"1.976522635437199e-26"	"0.729608952999115"	"0.8211589455604553"	"0.270890474319458"	"0.32566019892692566"
"ACAT2"	"-1.182044506072998"	"1.7344620196478888e-216"	"0.6374301910400391"	"0.8016712665557861"	"0.21156467497348785"	"0.4282660484313965"
"ACBD3"	"-1.2584863901138306"	"6.211598381431391e-234"	"0.7033519744873047"	"0.8243208527565002"	"0.20811724662780762"	"0.4405171275138855"
"ACBD4"	"0.25263547897338867"	"0.0005510131533671777"	"0.4340782165527344"	"0.3119412660598755"	"0.04984596371650696"	"0.04200441390275955"
"ACBD5"	"-0.05057525634765625"	"0.42450738286945616"	"0.6122905015945435"	"0.6500188708305359"	"0.15247057378292084"	"0.15750329196453094"
"ACBD6"	"-0.8303079605102539"	"2.814577013768527e-173"	"0.7413407564163208"	"0.8814233541488647"	"0.3735106289386749"	"0.5906459093093872"
"ACCS"	"0.2867465019226074"	"0.000013810936523391604"	"0.46145251393318176"	"0.3884783983230591"	"0.07928282767534256"	"0.0654485672712326"
"ACD"	"-0.38306498527526855"	"1.4735109160658637e-22"	"0.5888268351554871"	"0.6596056818962097"	"0.13222885131835938"	"0.16920363903045654"
"ACE"	"0.4365692138671875"	"0.00020385037130789445"	"0.24972067773342133"	"0.0909886360168457"	"0.02246457152068615"	"0.016647344455122948"
"ACER2"	"-4.0446624755859375"	"0"	"0.03687150776386261"	"0.16455858945846558"	"0.0019364366307854652"	"0.03148714825510979"
"ACER3"	"-0.3152155876159668"	"9.512077379410306e-16"	"0.6072625517845154"	"0.6455245614051819"	"0.1718975454568863"	"0.20973962545394897"
"ACHE"	"0.026308536529541016"	"0.7387266981507291"	"0.4106145203113556"	"0.37494003772735596"	"0.065346360206604"	"0.06420262902975082"
"ACIN1"	"0.09984193742275238"	"0.0008879793900208864"	"0.8871508240699768"	"0.9059389233589172"	"0.6383851766586304"	"0.6063262224197388"
"ACKR1"	"1.9225983619689941"	"1.0227406915033055e-12"	"0.12625698745250702"	"0.05861135944724083"	"0.04699242487549782"	"0.012611618265509605"
"ACKR3"	"0.2932438850402832"	"0.000003949010441755635"	"0.583798885345459"	"0.38431060314178467"	"0.1905427873134613"	"0.15811173617839813"
"ACKR4"	"-0.8288021087646484"	"1.3417795087520957e-8"	"0.10055866092443466"	"0.1440078169107437"	"0.013435820117592812"	"0.02374180220067501"
"ACLY"	"-0.08067405223846436"	"0.019171813647051915"	"0.7324022054672241"	"0.7960973381996155"	"0.28223925828933716"	"0.2962827682495117"
"ACO1"	"-0.1126946210861206"	"0.0019490422335844064"	"0.7111731767654419"	"0.7617852687835693"	"0.24489636719226837"	"0.26239022612571716"
"ACO2"	"-0.04977762699127197"	"0.13344500133436696"	"0.7675977945327759"	"0.8203676342964172"	"0.30662423372268677"	"0.3158518970012665"
"ACOT1"	"0.7988204956054688"	"7.237275638782384e-7"	"0.28435754776000977"	"0.09505786001682281"	"0.018822627142071724"	"0.010862855240702629"
"ACOT11"	"-3.369649887084961"	"0"	"0.1363128423690796"	"0.46582841873168945"	"0.009946038015186787"	"0.0983223170042038"
"ACOT13"	"-0.8544522523880005"	"1.516592238880009e-154"	"0.6642457842826843"	"0.8016944527626038"	"0.1856929063796997"	"0.3140377998352051"
"ACOT2"	"1.250131368637085"	"2.0641070944162196e-102"	"0.6424580812454224"	"0.45319485664367676"	"0.2159598171710968"	"0.09652839601039886"
"ACOT4"	"1.2743315696716309"	"1.337311547646518e-28"	"0.2832402288913727"	"0.10758286714553833"	"0.022732403129339218"	"0.009460692293941975"
"ACOT7"	"0.38544201850891113"	"6.478158856632447e-11"	"0.583798885345459"	"0.5725901126861572"	"0.1995278149843216"	"0.15619336068630219"
"ACOT8"	"-0.029662132263183594"	"0.4684754626182443"	"0.6150838136672974"	"0.6532727479934692"	"0.1370222419500351"	"0.13967867195606232"
"ACOT9"	"0.22266697883605957"	"2.3124306012528478e-8"	"0.7167598009109497"	"0.7029411196708679"	"0.25239789485931396"	"0.21997517347335815"
"ACOX1"	"0.10131597518920898"	"0.02675513220771156"	"0.6960893869400024"	"0.6663744449615479"	"0.17843668162822723"	"0.16729183495044708"
"ACOX2"	"-0.25165677070617676"	"0.000021056514200338633"	"0.4396648108959198"	"0.38315054774284363"	"0.05395705997943878"	"0.06391757726669312"
"ACOX3"	"-0.44025182723999023"	"1.4730654298908205e-33"	"0.5888268351554871"	"0.5554349422454834"	"0.09041786193847656"	"0.12080072611570358"
"ACP1"	"-0.42925015091896057"	"9.755303370635011e-61"	"0.8357542157173157"	"0.9145206809043884"	"0.5965542197227478"	"0.7412564754486084"
"ACP2"	"0.1727299690246582"	"0.000029286998018387527"	"0.6837989091873169"	"0.6804447770118713"	"0.1918325126171112"	"0.17193959653377533"
"ACP3"	"-4.533086776733398"	"0"	"0.02849161997437477"	"0.11262651532888412"	"0.0006214224849827588"	"0.014289299957454205"
"ACP5"	"4.095104694366455"	"1.1068296596113115e-202"	"0.6530726552009583"	"0.11029817163944244"	"0.27199408411979675"	"0.018124623224139214"
"ACP6"	"-0.48045992851257324"	"2.4360292358833945e-14"	"0.45586591958999634"	"0.4433097243309021"	"0.05107608437538147"	"0.07056285440921783"
"ACSF2"	"-1.3098907470703125"	"2.5536166175820014e-88"	"0.437988817691803"	"0.6678683757781982"	"0.07214431464672089"	"0.1701411008834839"
"ACSF3"	"0.35463738441467285"	"2.2388625413058775e-9"	"0.6251396536827087"	"0.6059882640838623"	"0.15346695482730865"	"0.12197045981884003"
"ACSL1"	"0.6195733547210693"	"2.134233031083171e-15"	"0.5452513694763184"	"0.402649849653244"	"0.12335068732500076"	"0.08199100196361542"
"ACSL3"	"-0.4268075227737427"	"7.778006720975192e-38"	"0.8128491640090942"	"0.8639350533485413"	"0.399539053440094"	"0.5069464445114136"
"ACSL4"	"2.2301831245422363"	"3.1339341859668444e-192"	"0.8318435549736023"	"0.5559826493263245"	"0.7073573470115662"	"0.19822131097316742"
"ACSL5"	"3.1039724349975586"	"1.8144975593975647e-134"	"0.5765362977981567"	"0.10966844111680984"	"0.11402884870767593"	"0.013950485736131668"
"ACSL6"	"0.9399318695068359"	"4.4024832678283664e-7"	"0.1089385449886322"	"0.05107033625245094"	"0.011357951909303665"	"0.005936511792242527"
"ACSM3"	"-3.3519961833953857"	"0"	"0.2296089380979538"	"0.38639119267463684"	"0.01182874571532011"	"0.11466334015130997"
"ACSM5"	"1.5603713989257812"	"1.8183529684720556e-17"	"0.2178770899772644"	"0.04765819013118744"	"0.02823188528418541"	"0.009661984629929066"
"ACSS1"	"-0.517960786819458"	"1.4047657262368112e-15"	"0.40223464369773865"	"0.4069958031177521"	"0.06552549451589584"	"0.09255204349756241"
"ACSS2"	"-0.35527515411376953"	"2.9565155095822007e-13"	"0.5854748487472534"	"0.6132906079292297"	"0.11145035922527313"	"0.14047381281852722"
"ACSS3"	"-0.9543988704681396"	"3.5663963316913525e-81"	"0.52681565284729"	"0.5628839731216431"	"0.10787513852119446"	"0.19944822788238525"
"ACTA1"	"-5.230445861816406"	"0"	"0.02849161997437477"	"0.1168225109577179"	"0.0034354778472334146"	"0.12150732427835464"
"ACTA2"	"2.6532020568847656"	"3.3815771542607914e-200"	"0.8776536583900452"	"0.657397449016571"	"1.5916136503219604"	"0.483552485704422"
"ACTA2-AS1"	"2.4052224159240723"	"1.093462410690175e-22"	"0.1536312848329544"	"0.029971040785312653"	"0.017085302621126175"	"0.0032477930653840303"
"ACTB"	"1.2194809913635254"	"1.7441947122662058e-288"	"0.994413435459137"	"0.9901695847511292"	"3.8035683631896973"	"2.9874751567840576"
"ACTBP2"	"5.629897594451904"	"1.0545928017127994e-34"	"0.20167598128318787"	"0.002359004458412528"	"0.020634885877370834"	"0.00042094968375749886"
"ACTC1"	"-27.05841064453125"	"0"	"0"	"0.22786973416805267"	"0"	"0.13082069158554077"
"ACTG1"	"-0.4367218017578125"	"9.19186307459177e-62"	"0.9765363335609436"	"0.9894371032714844"	"2.781719923019409"	"3.0681240558624268"
"ACTG2"	"3.6839380264282227"	"8.542587160290194e-136"	"0.6072625517845154"	"0.2241029441356659"	"0.8540399074554443"	"0.09982012212276459"
"ACTL10"	"1.1207919120788574"	"1.370040961614053e-23"	"0.21061453223228455"	"0.05843321233987808"	"0.010093942284584045"	"0.004654268268495798"
"ACTL6A"	"-0.7992573976516724"	"2.6467437612623613e-135"	"0.6826815605163574"	"0.8220115900039673"	"0.2184537798166275"	"0.3540831506252289"
"ACTMAP"	"-0.3091859817504883"	"0.00017926294345742622"	"0.39273741841316223"	"0.3704606592655182"	"0.037779368460178375"	"0.046601489186286926"
"ACTN1"	"1.250292420387268"	"4.479257807884553e-188"	"0.8659217953681946"	"0.8456886410713196"	"1.04347562789917"	"0.5727158188819885"
"ACTN2"	"-1.6699533462524414"	"4.343357348056722e-50"	"0.16089385747909546"	"0.2175852358341217"	"0.016383852809667587"	"0.05122866854071617"
"ACTN4"	"0.3627513647079468"	"2.2710282531822492e-27"	"0.8614525198936462"	"0.9001711010932922"	"0.7243239283561707"	"0.6026396751403809"
"ACTR10"	"-1.0056997537612915"	"2.0989526528941322e-266"	"0.7240223288536072"	"0.8998156189918518"	"0.3091169595718384"	"0.5465659499168396"
"ACTR1A"	"0.14285767078399658"	"0.000008306736958807936"	"0.8100558519363403"	"0.8361705541610718"	"0.3906245529651642"	"0.35966432094573975"
"ACTR1B"	"0.20137202739715576"	"0.000003007225661747905"	"0.7368714809417725"	"0.7563920021057129"	"0.2579755187034607"	"0.2279047816991806"
"ACTR2"	"0.4753913879394531"	"2.2494455220909847e-54"	"0.8938547372817993"	"0.9134832620620728"	"0.8014944791793823"	"0.6333392858505249"
"ACTR3"	"0.9613733887672424"	"8.11649599778366e-166"	"0.9050279259681702"	"0.8955881595611572"	"0.9418114423751831"	"0.5897513628005981"
"ACTR3B"	"-1.8534150123596191"	"0"	"0.3832402229309082"	"0.5640589594841003"	"0.034297630190849304"	"0.11874781548976898"
"ACTR3C"	"-0.26784706115722656"	"0.0011648670855265112"	"0.23463687300682068"	"0.12786516547203064"	"0.012154625728726387"	"0.014616250991821289"
"ACTR5"	"0.04749250411987305"	"0.5301059997067146"	"0.4698323905467987"	"0.4410551190376282"	"0.06219121441245079"	"0.06023670360445976"
